CD,STN,ITEMNO,REGISTRATIONDATE,PASSDATE,RELEASEDATE,TIME,CPC,CONSIGNEEPIN,CONSIGNEENAME,AGENTPIN,AGENTNAME,CONSIGNORNAME,IDFNUMBER,CON,COO,CFS,z,PRODUCTDESCRIPTION,BRAND,SIZE_AH,GRADE,ITEMGROSSWEIGHT,ITEMNETWEIGHT,QUANTITY,UNIT_WEIGHT,CUSTOMSVALUE,FOBVALUE,FOBINVOICEAMOUNT,DECLARED_PRICE,AVG_PRICE,FOBCURRENCYCODE,UNIT,IMPORTDUTY,EXCISEDUTY,VAT,EXPORTDUTY,TAXCOMPUTED,TAXREMITTED,DUTYRATE,VATRATE,EXCISERATE,CURRENCY,EXCHANGERATE
2020MSA7471921,MSA,20,28-Feb-20,09-Mar-20,09-Mar-20,10,C400,A005821156S    ,SUDAMA AGRO IMPEX,P051370607Q    ,AMBERTO AGENCIES,M/S M.D.ENTERPRISE,E2002292170,IN ,IN ,MIT ,10063000,RICE-IDLI/PONI/MATTA,UNKNOWN,NA,UNKNOWN,1502,1502,1502,1,51624,443,44939,30,,USD,kg,30632,0,0,0,30632,0,35,0,0,USD,101
2020MSA7514883,MSA,1,27-Apr-20,30-Apr-20,30-Apr-20,3,C400,P051742696U    ,GM COMMODITIES LIMITED,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,GM FOOD INDUSTRIES,E2002292325,PK ,PK ,BFT ,10063000,PAKISTAN LONG GRAIN WHITE RICE:GRADE 3,UNKNOWN,NA,3,417152,416000,416000,1,16259825,141440,15182750,37,,USD,kg,8484070,0,0,0,8484070,0,35,0,0,USD,107
2020MSA7489501,MSA,1,20-Mar-20,23-Mar-20,23-Mar-20,3,C400,P051742696U    ,GM COMMODITIES LIMITED,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,GM FOOD INDUSTRIES,E2002292325,PK ,PK ,BFT ,10063000,PAKISTAN LONG GRAIN WHITE RICE:GRADE 3,UNKNOWN,NA,3,417152,416000,416000,1,15530023,141440,14501348,35,,USD,kg,8484070,0,0,0,8484070,0,35,0,0,USD,103
2020MSA7522448,MSA,1,07-May-20,08-May-20,08-May-20,1,C400,P051742696U    ,GM COMMODITIES LIMITED,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,GM FOOD INDUSTRIES,E2002292325,PK ,PK ,BFT ,10063000,PAKISTAN LONG GRAIN WHITE RICE:GRADE 3,UNKNOWN,NA,3,260720,260000,260000,1,10168854,88400,9493382,37,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7605860,MSA,1,11-Aug-20,17-Aug-20,18-Aug-20,7,C400,P051140301X    ,MEGA WHOLESALERS LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,E2002292406,PK ,PK ,BFT ,10063000,PAKISTAN LONG GRAIN RICE GRADE-1 SHINDEZ BRAND,SHINDEZ,NA,1,262080,260000,260000,1,10809119,93600,10118385,39,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,108
2020ICD239161,ICD,1,29-Sep-20,30-Sep-20,06-Oct-20,7,C400,P051140301X    ,MEGA WHOLESALERS LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,E2002292406,PK ,PK ,ICD ,10063000,"PAKISTAN LONG GRAIN RICE GRADE-1 GAMASH,SHINDEZ BRAND",SHINDEZ,NA,1,227880,226000,226000,1,9328791,81360,8833158,39,,USD,kg,4907319,0,0,0,4907319,0,35,0,0,USD,109
2020MSA7592586,MSA,1,27-Jul-20,28-Jul-20,30-Jul-20,3,C400,P051140301X    ,MEGA WHOLESALERS LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,E2002292406,PK ,PK ,AUT ,10063000,PAKISTAN LON GRAIN RICE GRADE-1 GAMASH BRAND ,GAMASH,NA,1,260082,258000,258000,1,10727883,92880,10042186,39,,USD,kg,5261755,0,0,0,5261755,0,35,0,0,USD,108
2020MSA7485342,MSA,1,16-Mar-20,19-Mar-20,20-Mar-20,4,C400,P051140301X    ,MEGA WHOLESALERS LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,E2002292406,PK ,PK ,BFT ,10063000,"PAKISTAN LONG GRAIN RICE GAMASH BRAND GRADE-1,SHINDEZ BRAND GRADE-1,BURASH BRAND GRADE-2",SHINDEZ,NA,2,467748,464000,464000,1,18295355,167040,17126027,37,,USD,kg,9463002,0,0,0,9463002,0,35,0,0,USD,103
2020MSA7479104,MSA,1,09-Mar-20,14-Mar-20,14-Mar-20,5,C400,P051140301X    ,MEGA WHOLESALERS LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,E2002292406,PK ,PK ,AUT ,10063000,"PAKISTAN LONG GRAIN RICE,GAMASH BRAND GRADE-1,SHINDEZ BRAND GRADE-1 AND BURASH BRAND GRADE-2 9FCL 9360 BAGS,8FCL 8320 BAGS,6FCL 3600 BAGS",SHINDEZ,NA,2,590796,586000,586000,1,23134804,210960,21655656,37,,USD,kg,11951118,0,0,0,11951118,0,35,0,0,USD,103
2020MSA7553477,MSA,1,16-Jun-20,18-Jun-20,19-Jun-20,3,C400,P051635345J    ,RAMADAN FOODSTUFF LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,ADANI WILMAR LIMITED,E2002292536,IN ,IN ,POR ,10063000,5 X 20 INDIAN LONG GRAIN  RICE GRADE I,UNKNOWN,NA,1,124555,123520,123520,1,5672239,49408,5267125,43,,USD,kg,2519116,0,0,0,2519116,0,35,0,0,USD,107
2020MSA7584182,MSA,1,17-Jul-20,13-Aug-20,13-Aug-20,27,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL,E2002292555,PK ,PK ,MTC ,10063000,10 X 20 PAKISTAN LONG GRAIN RICE GRADE I,BARAF,NA,1,260832,260000,260000,1,12240800,104000,11128000,43,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7581111,MSA,1,15-Jul-20,15-Aug-20,15-Aug-20,31,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL,E2002292555,PK ,PK ,MTC ,10063000,10 X 20 PAKISTAN LONG GRAIN WHITE  RICE GRADE I ,UNKNOWN,NA,1,260832,260000,260000,1,12240800,104000,11128000,43,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7530061,MSA,1,16-May-20,29-May-20,29-May-20,13,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL,E2002292555,PK ,PK ,POR ,10063000,10 X 20 PAKISTAN LONG GRAIN  RICE GRADE  1,UNKNOWN,NA,1,260832,260000,260000,1,12138870,104000,11035315,42,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,106
2020MSA7557694,MSA,1,20-Jun-20,03-Jul-20,03-Jul-20,13,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL ,E2002292555,PK ,PK ,MTC ,10063000,10 X 20 PAKISTAN LONG GRAIN RICE GRADE I,UNKNOWN,NA,1,260832,260000,260000,1,12195612,104000,11086889,43,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7545681,MSA,1,08-Jun-20,12-Jun-20,12-Jun-20,4,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL,E2002292555,PK ,PK ,POR ,10063000,10 X 20 PAKISTAN LONG GRAIN RICE GRADE I,UNKNOWN,NA,1,260832,260000,260000,1,12245834,104000,11132524,43,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7539537,MSA,1,29-May-20,02-Jun-20,03-Jun-20,5,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL,E2002292555,PK ,PK ,POR ,10063000,10 X 20  PAKISTAN LONG GRAIN RICE GRADE I,UNKNOWN,NA,1,260832,260000,260000,1,11841831,104000,11135218,43,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7552381,MSA,1,15-Jun-20,10-Jul-20,11-Jul-20,26,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL,E2002292555,PK ,PK ,AUT ,10063000,10 X 20 PAKISTAN LONG GRAIN RICE GRADE I,UNKNOWN,NA,1,260832,260000,260000,1,12195612,104000,11086889,43,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,107
2020MSA7561414,MSA,1,24-Jun-20,30-Jun-20,30-Jun-20,6,C400,P051702225V    ,BGR COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,TALREJA INTERNATIONAL,E2002292555,PK ,PK ,MTC ,10063000,10 X 20 PAKISTAN LONG GRAIN WHITE RICE GRADE I,UNKNOWN,NA,1,260832,260000,260000,1,12170787,104000,11064373,43,,USD,kg,5302544,0,0,0,5302544,0,35,0,0,USD,106
2020MSA7462138,MSA,1,17-Feb-20,19-May-20,22-May-20,95,C400,A005375607S    ,JAMAL MOHAMED BANDIRA,P051176485L    ,MWANDO LOGISTICS,AKHTAR ENTERPISES,E2002292604,TZ ,PK ,OLD ,10064000,480 BAGS OF BASMATI RICE BRAND ABU HAMZA PACKED AT 25KG,HAMZA,NA,UNKNOWN,12000,12000,12000,1,482252,4440,447017,37,,USD,kg,244733,0,0,0,244733,0,35,0,0,USD,101
2020MSA7484601,MSA,1,16-Mar-20,17-Mar-20,17-Mar-20,1,C400,P051719432N    ,TIGAALLE TRADING LTD,P051428436I    ,TIDAL LOGISTICS LIMITED,MILLAT FOODS,E2002292677,PK ,PK ,MIT ,10063000,PAKISTANI LONG GRAIN PARBOILED RICE PACKED IN 25KG BAGS BRAND-HIKMA/GOR GOR,PARBOILED RICE,NA,UNKNOWN,52260,52000,52000,1,2060466,18720,1919296,37,,USD,kg,1060509,0,0,0,1060509,0,35,0,0,USD,103
2020ICD207156,ICD,1,28-May-20,29-May-20,07-Jun-20,10,C400,P051114790Z    ,CAPWELL INDUSTRIES LTD,P000620077Q    ,GENERAL CARGO SERVICES LTD,CHAMAN LAL SETIA EXPORTS LTD,E2002293125,IN ,IN ,ICD ,10063000,1121 BASMATI LONG GRAIN MILLED RICE GRADE 3 RANEE BRAND,RANEE,NA,3,150600,150000,150000,1,15720566,141450,15144967,101,,USD,kg,5502198,0,0,0,5502198,0,35,0,0,USD,107
2020MSA7501199,MSA,1,07-Apr-20,17-Apr-20,17-Apr-20,10,C400,P051694855U    ,DM COMMODITIES K LIMITED,P051400996H    ,ACCESS AFRICA LOGISTICS LIMITED,PAK ARAB FOOD INDUSTRIES,E2002293234,PK ,PK ,MTC ,10063000,16 X 20 PAKISTAN LONG GRAIN WHITE RICE GRADE III ,UNKNOWN,NA,3,417165,416000,416000,1,16736254,149760,15839411,38,,USD,kg,8484070,0,0,0,8484070,0,35,0,0,USD,106
2020MSA7530693,MSA,1,18-May-20,26-May-20,26-May-20,8,C400,P051612101L    ,DHIR COMMODITIES LTD,P051437914D    ,AIR MENZIES INTERNATIONAL,MARVI ENTERPRISE,E2002293370,PK ,PK ,AUT ,10063000,PAKISTAN LONG GRAIN RICE GRADE-II MAHARAJA AND AL MAHAL BRAND,MAHARAJA,NA,2,548241,546000,546000,1,21821155,191100,20389357,37,,USD,kg,11135342,0,0,0,11135342,0,35,0,0,USD,107
2020ICD205293,ICD,14,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX EN 88AH,ENERGIZER ,,MV,923,923,40,23,252257,2074,240481,6012,,EUR,u ,63064,0,66489,0,161474,0,25,14,0,USD,107
2020ICD211340,ICD,9,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY ENERGIZER COMMERCILA EN 180AH,ENERGIZER ,,UNKNOWN,2933,2933,55,53,782325,6154,745374,13552,,EUR,u ,195581,0,272580,0,661980,0,25,14,0,USD,106
2020ICD205293,ICD,4,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY FREEBATT EUR AUTOMOTIVE EN 56 AH,FREEBATT,,MV,1215,1215,100,12,331866,2728,316374,3164,,EUR,u ,82966,0,161009,0,391022,0,25,14,0,EUR,116
2020ICD205293,ICD,12,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX JIS 90AH,ENERGIZER ,,MV,3367,3367,150,22,920052,7563,877103,5847,,EUR,u ,230013,0,85212,0,206943,0,25,14,0,EUR,116
2020ICD205293,ICD,15,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX EN 100AH,ENERGIZER ,,MV,1782,1782,60,30,486923,4003,464193,7737,,EUR,u ,121731,0,73206,0,177786,0,25,14,0,USD,107
2020ICD211340,ICD,4,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY FREEBATT P COMMERCIAL EN 200AH,FREEBATT,,UNKNOWN,1458,1458,30,49,389005,3060,370631,12354,,EUR,u ,97251,0,6433,0,15623,0,25,14,0,USD,107
2020ICD205293,ICD,10,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX JIS 45AH,ENERGIZER ,,MV,384,384,30,13,104888,862,99992,3333,,EUR,u ,26222,0,30469,0,73996,0,25,14,0,EUR,116
2020ICD205293,ICD,16,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,DE ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX EN 110AH,ENERGIZER ,,MV,637,637,20,32,174108,1431,165980,8299,,EUR,u ,43527,0,84330,0,204801,0,25,14,0,USD,107
2020ICD211340,ICD,1,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,ES ,ICD ,85071000,BATTERY FREEBATT EUR AUTOMOTIVE JIS 70H,FREEBATT,,MV,2299,2299,140,16,613127,4823,584168,4173,,EUR,u ,153282,0,29782,0,72328,0,25,14,0,EUR,121
2020ICD211340,ICD,5,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY FREEBATT P COMMERCIAL EN 225AH,FREEBATT,,UNKNOWN,638,638,10,64,170183,1339,162145,16215,,EUR,u ,42546,0,115328,0,280083,0,25,14,0,EUR,121
2020ICD211340,ICD,8,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY ENERGIZER COMMERCIAL EN 155AH,ENERGIZER ,,UNKNOWN,2470,2470,60,41,659020,5184,627892,10465,,EUR,u ,164755,0,68594,0,166585,0,25,14,0,USD,107
2020ICD205293,ICD,5,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY FREEBATT EUR AUTOMOTIVE EN 66 AH,FREEBATT,,MV,1736,1736,120,14,474442,3900,452294,3769,,EUR,u ,118610,0,495898,0,1204324,0,25,14,0,EUR,116
2020ICD205293,ICD,17,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,DE ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER COMMERCIAL EN 170AH,ENERGIZER ,,MV,10371,10371,220,47,2833705,23294,2701426,12279,,EUR,u ,708426,0,78159,0,189815,0,25,14,0,USD,107
2020ICD211340,ICD,3,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY FREEBATT P COMMERCIAL EN 155AH,FREEBATT,,UNKNOWN,2014,2014,155,13,537119,4225,511749,3302,,EUR,u ,134280,0,124058,0,301284,0,25,14,0,EUR,121
2020ICD211340,ICD,11,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY ENERGIZER COMMERICAL EN 225AH,ENERGIZER ,,UNKNOWN,2658,2658,40,66,708904,5576,675420,16886,,EUR,u ,177226,0,128329,0,311657,0,25,14,0,USD,106
2020ICD205293,ICD,9,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,DE ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX AGM 95AH,ENERGIZER ,,MV,524,524,10,52,143160,1177,136477,13648,,EUR,u ,35790,0,279173,0,677991,0,25,14,0,USD,107
2020ICD211340,ICD,2,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY FREEBATT P COMMERCIAL EN 120AH,FREEBATT,,UNKNOWN,1578,1578,50,32,420849,3311,400972,8019,,EUR,u ,105212,0,129344,0,314121,0,25,14,0,EUR,121
2020ICD211340,ICD,6,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,ES ,ICD ,85071000,BATTERY ENERGIZER MAX JIS 70AH,ENERGIZER ,,UNKNOWN,2771,2771,150,18,739109,5814,704199,4695,,EUR,u ,184777,0,183378,0,445346,0,25,14,0,EUR,121
2020ICD211340,ICD,7,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY ENERGIZER COMMERCIAL EN 120AH,ENERGIZER ,,UNKNOWN,3928,3928,120,33,1047872,8243,998378,8320,,EUR,u ,261968,0,134639,0,326980,0,25,14,0,USD,106
2020ICD205293,ICD,2,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY FREEBATT EUR AUTOMOTIVE JIS 70 AH,FREEBATT,,MV,7825,7825,510,15,2138089,17576,2038282,3997,,EUR,u ,534522,0,91346,0,221840,0,25,14,0,EUR,116
2020ICD205293,ICD,7,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,CZ ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY FREEBATT GR31 105  AH,FREEBATT,,MV,1911,1911,75,25,521977,4291,497611,6635,,EUR,u ,130494,0,288807,0,701389,0,25,14,0,EUR,116
2020ICD205293,ICD,11,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX JIS 70AH,ENERGIZER ,,MV,6040,6040,350,17,1650326,13566,1573288,4495,,EUR,u ,412582,0,23820,0,57849,0,25,14,0,EUR,116
2020ICD205293,ICD,18,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,DE ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER COMMERCIAL EN 180AH,ENERGIZER ,,MV,498,498,10,50,136116,1119,129762,12976,,EUR,u ,34029,0,99734,0,242211,0,25,14,0,USD,107
2020ICD211340,ICD,10,15-Jun-20,18-Jun-20,26-Jun-20,11,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,NL ,DE ,ICD ,85071000,BATTERY ENERGIZER COMMERCIAL EN 200AH,ENERGIZER ,,UNKNOWN,2793,2793,50,56,744957,5860,709770,14195,,EUR,u ,186239,0,31307,0,76031,0,25,14,0,USD,107
2020ICD205293,ICD,1,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY FREEBATT EUR AUTOMOTIVE JIS 45 AH,FREEBATT,,MV,8550,8550,820,10,2335249,19196,2226239,2715,,EUR,u ,583812,0,143733,0,349066,0,25,14,0,EUR,116
2020ICD205293,ICD,3,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY FREEBATT EUR AUTOMOTIVE JIS 90 AH,FREEBATT,,MV,3006,3006,150,20,821331,6752,782991,5220,,EUR,u ,205333,0,55266,0,134218,0,25,14,0,EUR,116
2020ICD205293,ICD,6,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,DE ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY FREEBATT EUR COMMERCIAL  JIS 100 AH,FREEBATT,,MV,1156,1156,50,23,315808,2596,301066,6021,,EUR,u ,78952,0,84305,0,204740,0,25,14,0,EUR,116
2020ICD205293,ICD,8,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,DE ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX AGM 80AH,ENERGIZER ,,MV,1763,1763,40,44,481741,3960,459253,11481,,EUR,u ,120435,0,28723,0,69756,0,25,14,0,EUR,116
2020ICD205293,ICD,13,19-May-20,20-May-20,02-Jun-20,14,C400,P000626389L    ,AUTOXPRESS LIMITED,P000620077Q    ,GENERAL CARGO SERVICES LTD,LUBATEX GROUP,E2002293491,BE ,ES ,ICD ,85071000,AUTOMOTIVE BATTERIES - BATTERY ENERGIZER MAX EN 55AH,ENERGIZER ,,MV,601,601,40,15,164132,1349,156471,3912,,EUR,u ,41033,0,138817,0,337128,0,25,14,0,USD,107
2020MSA7541810,MSA,1,03-Jun-20,13-Jun-20,13-Jun-20,10,C400,P051386851N    ,BALGORAY TRADING COMPANY LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,MOI COMMODITIES INDIA.A/C. OMINCO GROUP ,E2002293516,IN ,IN ,POR ,10063000,4 X 20 INDIAN  RICE GRADE I,UNKNOWN,NA,1,97091,96000,96000,1,4223956,36480,3904947,41,,USD,kg,1957862,0,0,0,1957862,0,35,0,0,USD,107
2020MSA7546971,MSA,1,09-Jun-20,24-Jun-20,25-Jun-20,16,C400,P051749443T    ,DAIMOND AFRICA COMMODITIES LIMITED,P051428427H    ,DOT COM CONSULTANTS LIMITED,MOI COMMODITIES INDIA. A/C. AMINCO GROUP,E2002293523,IN ,IN ,POR ,10063000,5 X 20 INDIAN  RICE GRADE I,UNKNOWN,NA,1,121365,120000,120000,1,5235019,45600,4842145,40,,USD,kg,2447328,0,0,0,2447328,0,35,0,0,USD,106
2020MSA7490014,MSA,1,21-Mar-20,25-Mar-20,25-Mar-20,4,C400,P051853977Z    ,MZURI COMMODITIES LIMITED,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,AL ASAD RICE MILLS,E2002293546,PK ,PK ,BFT ,10063000,PAKISTAN LONG GRAIN RICE:GRADE 1,UNKNOWN,NA,1,130780,130000,130000,1,5123224,46800,4798240,37,,USD,kg,2651272,0,0,0,2651272,0,35,0,0,USD,103
2020MSA7587649,MSA,1,22-Jul-20,27-Jul-20,27-Jul-20,5,C400,P051803727G    ,KIRSHANA COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,S.M.ENTERPRISE,E2002293926,PK ,PK ,POR ,10063000,PAKISTAN LONG GRAIN IRRI-6 WHITE RICE GRADE-3 AFRICAN QUEEN BRAND,AFRICAN QUEEN,NA,3,521456,520000,520000,1,19831544,171600,18456987,35,,USD,kg,10605088,0,0,0,10605088,0,35,0,0,USD,108
2020MSA7499578,MSA,1,03-Apr-20,04-Apr-20,04-Apr-20,1,C400,P051803727G    ,KIRSHANA COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,S.M.ENTERPRISE,E2002293926,PK ,PK ,POR ,10063000,PAKISTAN LONG GRAIN IRRI 6 WHITE RICE GRADE3 AFRICAN QUEEN BRAND,AFRICAN QUEEN,NA,3,782184,780000,780000,1,29099313,257400,27082264,35,,USD,kg,15907632,0,0,0,15907632,0,35,0,0,USD,105
